DriverNumber,Driver,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,TrackStatus,IsPersonalBest,IsAccurate,RaceNumber,Year,EventName,LapTime_RollingMean,LapTime_RollingStd,LapTime_CV,S1_Ratio,S2_Ratio,S3_Ratio,S1_Ratio_Std,S2_Ratio_Std,S3_Ratio_Std,SectorInconsistency_Score,LapInStint,StintProgress_Pct,LapTimeDelta_FromStintStart,FastestLap_Race,DeltaToFastest,PersonalBest,DeltaToPersonalBest,IsDegraded
23,ALB,13.0,98.823,31.569,42.884,24.37,SOFT,13.0,1.0,1,False,True,1,2024,Bahrain Grand Prix,98.8392,0.11940979859291297,0.0012081218645326242,0.31944992562460156,0.4339475628143246,0.24660251156107388,0.000492414985218101,0.0007585171111734961,0.0005884064507666273,0.0006131128490527415,12,0.9230769230769231,-0.0030000000000001137,92.608,6.214999999999989,95.723,3.0999999999999943,0
23,ALB,14.0,98.977,31.598,42.931,24.448,SOFT,14.0,1.0,1,False,True,1,2024,Bahrain Grand Prix,98.90419999999999,0.07045353078447726,0.0007123411420796818,0.319245885407721,0.4337472342059266,0.24700688038635238,0.0004962251479860763,0.0006015454540176261,0.0003984719351548632,0.0004987475123861885,13,1.0,0.15100000000001046,92.608,6.369,95.723,3.254000000000005,0
23,ALB,17.0,97.392,30.812,42.564,24.016,HARD,2.0,2.0,1,True,True,1,2024,Bahrain Grand Prix,98.59219999999999,0.6740917593325151,0.00683717129075642,0.3163709544931822,0.4370379497289305,0.2465910957778873,0.001222986080343162,0.0013532176237365451,0.00035708171452507765,0.0009777618062015948,1,0.05263157894736842,0.0,92.608,4.783999999999992,95.723,1.668999999999997,1
23,ALB,18.0,97.59,31.214,42.369,24.007,HARD,3.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,98.3432,0.7831102732055107,0.00796303428407364,0.31984834511732757,0.4341530894558869,0.24599856542678553,0.0013823782549106196,0.0013689384167784487,0.0003895855502400397,0.0010469674073097027,2,0.10526315789473684,0.1980000000000075,92.608,4.981999999999999,95.723,1.8670000000000044,1
23,ALB,19.0,97.763,31.357,42.448,23.958,HARD,4.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,98.10900000000001,0.7359324017870219,0.007501171164592666,0.3207450671521946,0.4341928950625492,0.24506203778525615,0.0016471608025534759,0.0013657146850295366,0.0007562948525734497,0.0012563901133854874,3,0.15789473684210525,0.3710000000000093,92.608,5.155000000000001,95.723,2.0400000000000063,1
23,ALB,20.0,97.701,31.328,42.379,23.994,HARD,5.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,97.8846,0.6267529816443017,0.006402978421981616,0.3206517845262587,0.4337621928127655,0.24558602266097584,0.0017869138691916976,0.001390675947510406,0.0007749820499927779,0.0013175239555649604,4,0.21052631578947367,0.3089999999999975,92.608,5.092999999999989,95.723,1.9779999999999944,1
23,ALB,21.0,97.918,31.227,42.44,24.251,HARD,6.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,97.67280000000001,0.19669697506576864,0.0020138357359036356,0.3189096999530219,0.4334238852917747,0.24766641475520332,0.0017991477772697638,0.0014454455333659938,0.00100174750290908,0.0014154469378482792,5,0.2631578947368421,0.5260000000000105,92.608,5.310000000000002,95.723,2.1950000000000074,0
23,ALB,22.0,98.031,31.199,42.733,24.099,HARD,7.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,97.8006,0.1750379958752428,0.001789743579029605,0.318256469892177,0.43591312952025374,0.24583040058756922,0.0010870657262597818,0.0009606578211163627,0.0009814198174190713,0.0010097144549317384,6,0.3157894736842105,0.63900000000001,92.608,5.423000000000002,95.723,2.308000000000007,0
23,ALB,23.0,97.869,31.296,42.361,24.212,HARD,8.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,97.8564,0.12972201046862306,0.00132563644757648,0.3197743922999111,0.4328336858453647,0.24739192185472417,0.001084741885749617,0.0011664966393078026,0.0011534675440463742,0.0011349020230345978,7,0.3684210526315789,0.47700000000000387,92.608,5.260999999999996,95.723,2.146000000000001,0
23,ALB,24.0,98.204,31.035,42.857,24.312,HARD,9.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,97.94460000000001,0.18742811955526045,0.0019136136096860924,0.31602582379536476,0.4364078856258401,0.2475662905787952,0.001757334643678383,0.0015898803033386178,0.001012641870783382,0.0014532856059334609,8,0.42105263157894735,0.8119999999999976,92.608,5.595999999999989,95.723,2.4809999999999945,0
23,ALB,25.0,98.226,31.095,42.952,24.179,HARD,10.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,98.0496,0.16220141799633195,0.001654279242305241,0.31656587868792374,0.43727729928939385,0.24615682202268238,0.0015773489779717246,0.00193859395420046,0.000861274659599933,0.0014590725305907058,9,0.47368421052631576,0.8340000000000032,92.608,5.617999999999995,95.723,2.503,0
23,ALB,26.0,98.1,31.041,42.821,24.238,HARD,11.0,2.0,1,False,True,1,2024,Bahrain Grand Prix,98.08599999999998,0.14477050804643,0.0014759548564161043,0.3164220183486239,0.43650356778797145,0.2470744138634047,0.0015741226648477435,0.0017217675085801469,0.0007691875319043329,0.0013550259017774079,10,0.5263157894736842,0.7079999999999984,92.608,5.49199999999999,95.723,2.3769999999999953,0
